,movie_id,nudity,nudity_none,nudity_mild,nudity_moderate,nudity_severe,violence,violence_none,violence_mild,violence_moderate,violence_severe,profanity,profanity_none,profanity_mild,profanity_moderate,profanity_severe,alcohol,alcohol_none,alcohol_mild,alcohol_moderate,alcohol_severe,frightening,frightening_none,frightening_mild,frightening_moderate,frightening_severe
1965,tt0489237,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1966,tt0411061,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1967,tt0817538,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1968,tt0995039,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1969,tt0811138,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1970,tt0956038,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1971,tt1111948,Severe,0,0,0,1,Mild,0,1,0,0,Severe,0,0,0,1,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1972,tt0489281,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1973,tt0443701,Mild,0,1,0,0,Severe,0,0,0,1,Mild,0,1,0,0,Mild,0,1,0,0,Severe,0,0,0,1
1974,tt0858486,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1975,tt1151922,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1976,tt1142433,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1977,tt1232783,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1978,tt0780511,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1979,tt0814335,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1980,tt1213012,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1981,tt1244659,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1982,tt1392197,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1983,tt0872230,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1984,tt0844993,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1985,tt2044729,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1986,tt1678051,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1987,tt2085930,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1988,tt1710417,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1989,tt1465533,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1990,tt1525366,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1991,tt1817676,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1992,tt1059836,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1993,tt1610996,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1994,tt1181614,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1995,tt1675161,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1996,tt1720182,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1997,tt1640459,Severe,0,0,1,1,Severe,0,0,0,2,Severe,0,0,0,2,Moderate,0,0,1,0,Severe,0,0,0,2
1998,tt1422136,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
1999,tt1712159,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2000,tt1486193,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2001,tt1535970,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2002,tt1575694,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2003,tt1682246,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2004,tt1602098,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2005,tt1581835,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2006,tt1017464,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2007,tt1407084,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2008,tt1103982,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2009,tt1285309,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2010,tt1178663,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2011,tt1121977,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2012,tt0790712,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2013,tt1151359,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2014,tt1124039,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2015,tt0421994,Mild,0,1,0,0,None,1,0,0,0,Moderate,0,0,1,0,Mild,0,1,0,0,Be the first to evaluate this category,0,0,0,0
2016,tt1078188,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2017,tt0800241,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2018,tt0383028,Moderate,0,0,2,0,Mild,0,2,0,0,Moderate,0,0,2,0,Mild,0,2,0,0,Severe,0,0,1,1
2019,tt0462362,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2020,tt0412019,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2021,tt0988083,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2022,tt0465375,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2023,tt0844286,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2024,tt0450340,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2025,tt0960890,Severe,0,0,0,1,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2026,tt0758771,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2027,tt0449487,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2028,tt0857376,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2029,tt1073241,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2030,tt0896534,Severe,0,0,0,2,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2031,tt0804492,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2032,tt0443676,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2033,tt0896798,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2034,tt0209077,Severe,0,0,1,1,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2035,tt0243017,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2036,tt0363589,Moderate,0,0,1,0,Severe,0,0,0,1,Moderate,0,0,1,0,Moderate,0,0,1,0,Severe,0,0,0,1
2037,tt0340377,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2038,tt0091867,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2039,tt0095497,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2040,tt0094027,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2041,tt0084707,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2042,tt0076666,Severe,0,0,0,1,Moderate,0,0,1,0,Severe,0,0,0,1,Mild,0,1,0,0,Moderate,0,0,1,0
2043,tt2233170,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2044,tt0071615,Severe,0,0,0,1,Severe,0,0,0,1,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2045,tt0075029,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2046,tt0076723,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2047,tt0074486,Mild,0,6,0,0,Moderate,0,0,8,0,Mild,2,5,0,0,None,5,0,0,0,Severe,0,0,0,7
2048,tt0083169,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2049,tt0079417,Severe,0,0,1,1,Mild,0,2,0,0,Mild,0,1,0,0,Mild,0,1,0,0,None,1,0,0,0
2050,tt0083511,Mild,0,2,0,0,Moderate,0,0,2,0,Moderate,0,0,2,0,Mild,1,1,0,0,Moderate,0,1,1,0
2051,tt0083943,None,1,0,0,0,Moderate,0,0,1,0,Mild,0,1,0,0,Mild,0,1,0,0,Moderate,0,0,1,0
2052,tt0085333,Moderate,1,0,1,0,Moderate,0,1,1,0,Severe,0,0,0,2,Mild,0,2,0,0,Moderate,0,1,1,0
2053,tt0086541,Severe,0,0,1,1,Severe,0,0,0,1,Moderate,0,0,2,0,Mild,0,2,0,0,Severe,0,0,1,1
2054,tt0091159,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2055,tt0091225,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2056,tt0091326,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2057,tt0093493,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2058,tt0093507,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2059,tt0094074,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2060,tt0094947,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2061,tt0094963,Mild,0,1,0,0,Severe,0,0,0,1,Moderate,0,0,1,0,Moderate,0,0,1,0,Moderate,0,0,1,0
2062,tt0095031,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2063,tt0095253,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2064,tt0096320,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2065,tt0096734,None,1,0,0,0,Mild,0,1,0,0,Mild,0,1,0,0,Mild,0,1,0,0,Mild,0,1,0,0
2066,tt0099582,Moderate,0,0,1,0,Moderate,0,0,1,0,Severe,0,0,0,1,None,1,0,0,0,Moderate,0,0,1,0
2067,tt0100477,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2068,tt0100502,Severe,0,0,0,1,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2069,tt0103241,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2070,tt0106387,Be the first to evaluate this category,0,0,0,0,Mild,0,1,0,0,Mild,0,1,0,0,Mild,0,1,0,0,Mild,0,1,0,0
2071,tt0108333,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2072,tt0109035,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2073,tt0109520,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2074,tt0112346,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2075,tt0112579,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2076,tt0113198,Mild,0,1,0,0,Mild,0,1,0,0,None,1,0,0,0,Mild,0,1,0,0,Mild,0,1,0,0
2077,tt0113481,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2078,tt0113670,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2079,tt0114011,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2080,tt0114614,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2081,tt0115783,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2082,tt0116830,Moderate,0,0,1,0,Severe,0,0,0,1,Moderate,0,0,1,0,Mild,0,1,0,0,Moderate,0,0,1,0
2083,tt0113326,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2084,tt0117918,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2085,tt0118689,Mild,0,2,0,0,Mild,0,1,0,0,Mild,1,1,0,0,Mild,1,1,0,0,Mild,1,1,0,0
2086,tt0118883,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2087,tt0118972,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2088,tt0119190,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2089,tt0124718,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2090,tt0120873,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2091,tt0131857,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2092,tt0122933,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2093,tt0157503,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2094,tt0139239,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2095,tt0123964,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2096,tt0164181,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2097,tt0199725,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
2098,tt0183523,None,1,0,0,0,Severe,0,0,0,1,Mild,0,1,0,0,None,1,0,0,0,Severe,0,0,0,1
2099,tt0165929,Moderate,0,0,1,0,Severe,0,0,0,1,Moderate,0,0,1,0,Mild,0,1,0,0,Moderate,0,0,1,0
